nm'	wfl'	nmqm	bj'	bad0	zh	ww0	adrg	adrs	wohng	wohns	badkach	fenster	kueche	mvdauer	bjkat	wflkat	rooms
714.5	125	5.716	1893	0	1	0	0	0	1	0	1	0	0	20	1	3	4
977.46	58	16.852759	1980.5	0	0	0	0	0	0	0	1	0	0	7	5	2	2
1104.17	67	16.480149	1980.5	0	1	0	0	0	0	0	1	0	0	3	5	2	2
566	62	9.129032	1893	0	1	0	0	0	0	0	0	0	0	18	1	2	2
1308.29	67	19.526716	1985	0	1	0	0	0	0	0	1	0	0	8	6	2	2
950	118	8.050847	1933.5	0	1	0	0	0	0	0	0	0	0	19	2	3	5
981	124	7.91129	1933.5	0	1	0	0	0	0	0	1	0	0	21	2	3	4
1570	98	16.020408	1893	0	0	0	0	0	0	0	1	1	0	1	1	3	3
689.08	90	7.656444	1893	0	0	0	0	0	0	0	0	0	0	16	1	3	3
1380	68	20.294118	1888	0	1	0	0	0	0	0	1	0	0	1	1	2	3
1400	50	28	1893	0	1	0	0	0	0	0	1	1	0	0	1	1	3
1555.12	180	8.639556	1893	0	0	0	0	0	0	0	0	0	0	3	1	3	7
734.4	70	10.491429	1949	0	1	1	0	0	0	0	1	0	0	2	3	2	3
1002.06	65	15.416308	1933.5	0	0	0	0	0	0	0	0	0	1	3	2	2	3
1883.99	130	14.492231	1952	0	1	0	1	0	1	0	1	0	1	3	3	3	3
1650	70	23.571429	1949	0	1	0	0	0	0	0	1	0	1	0	3	2	3
350.76	42	8.351429	1957	0	1	0	0	0	0	0	1	0	0	28	3	1	2
723.51	45	16.078	1957	0	1	0	0	0	0	0	0	0	0	2	3	1	2
1899.67	145	13.101172	1893	0	1	0	0	0	0	0	1	0	0	3	1	3	6
203.12	76	2.672632	1893	1	0	1	0	0	0	0	0	0	0	7	1	2	3
1270	61	20.819672	1919	0	0	0	0	0	0	0	0	0	0	1	2	2	2
1716	196	8.755102	1933.5	0	1	0	0	0	0	0	1	0	0	6	2	3	9
607.74	53	11.466792	1957	0	1	0	0	0	0	0	0	0	0	20	3	2	2
1054.84	90	11.720444	1893	0	1	0	0	0	0	0	1	0	0	1	1	3	3
908.82	107	8.493645	1933.5	0	1	0	0	0	0	0	0	0	0	11	2	3	4
771.72	105	7.349714	1893	0	0	1	0	0	0	0	0	0	0	31	1	3	4
757.6	43	17.618605	1961	0	1	0	0	0	1	0	0	0	1	20	3	1	2
1183.72	48	24.660833	1893	0	1	0	0	0	0	0	0	0	1	2	1	1	1
966	35	27.6	1980.5	0	1	0	1	0	1	0	1	0	1	1	5	1	1
3130	200	15.65	1933.5	0	1	0	1	0	1	0	1	0	0	6	2	3	6
359	26	13.807692	1933.5	0	1	0	1	0	1	0	0	0	0	5	2	1	1
1018.3	85	11.98	1919	0	1	0	0	0	0	0	1	0	1	2	2	3	3
441.52	95	4.647579	1875	0	0	0	0	0	0	0	0	0	0	19	1	3	3
226.74	48	4.72375	1893	1	0	1	0	0	0	0	0	0	0	7	1	1	2
1243.96	51	24.391373	1962	0	1	0	0	0	0	0	1	0	0	3	3	2	2
2250	87	25.862069	1893	0	1	0	0	0	0	0	1	0	0	3	1	3	3
1730.88	79	21.909873	1898	0	1	0	0	0	0	0	1	0	1	2	1	2	3
470	75	6.266667	1893	1	0	1	0	0	0	0	0	0	0	2	1	2	3
686.4	160	4.29	1893	0	0	1	0	0	0	0	0	0	0	10	1	3	6
665.76	89	7.480449	1957	0	1	0	0	0	1	0	1	0	0	9	3	3	4
1047.46	100	10.4746	1957	0	0	0	0	0	1	0	0	0	0	5	3	3	4
1058.58	100	10.5858	1985	0	1	0	0	0	0	0	1	0	0	5	6	3	4
681.4	76	8.965789	1971.5	0	1	0	0	0	0	0	1	0	0	12	4	2	3
1613.98	120	13.449833	1971.5	0	1	0	0	0	0	0	1	0	1	10	4	3	4
1755.24	75	23.4032	1893	0	1	0	0	0	0	0	1	0	0	3	1	2	2
424.97	58	7.327069	1893	0	0	0	0	0	0	0	0	0	0	59	1	2	3
1155.49	80	14.443625	1957	0	1	0	0	0	0	0	1	0	0	2	3	2	3
631.16	75	8.415467	1957	0	0	0	0	0	0	0	0	0	0	41	3	2	3
521.82	72	7.2475	1909	0	1	0	0	0	0	0	1	0	0	1	1	2	2
476.94	80	5.96175	1893	0	1	0	0	0	0	0	1	0	0	48	1	2	3
365.66	60	6.094333	1893	0	1	0	0	0	0	0	1	0	0	1	1	2	2
468.16	85	5.507765	1905	0	0	0	0	0	0	0	0	0	0	3	1	3	3
426.5	52	8.201923	1893	0	0	0	0	0	0	0	1	0	0	32	1	2	2
423.3	95	4.455789	1893	0	0	0	0	0	0	0	0	0	0	24	1	3	3
749.6	80	9.37	1919	0	1	0	0	0	0	0	1	0	0	9	2	2	2
529.31	40	13.23275	1893	0	1	0	0	0	0	0	0	0	0	6	1	1	1
1094.87	66	16.588939	1983	0	1	0	0	0	0	0	1	0	0	6	5	2	2
1194.35	77	15.511039	1957	0	1	0	0	0	0	0	0	0	0	2	3	2	3
537.35	52	10.333654	1957	0	1	0	0	0	0	0	1	0	0	14	3	2	2
413.66	49	8.442041	1957	0	1	0	0	0	0	0	1	0	0	5	3	1	2
584.87	90	6.498556	1991	0	1	0	0	0	0	0	1	0	0	2	6	3	3
572.45	75	7.632667	1991	0	1	0	0	0	0	0	1	0	0	2	6	2	3
730.88	82	8.913171	1957	0	1	0	0	0	0	0	1	0	0	3	3	3	3
770.88	98	7.866122	1893	0	0	0	0	0	0	0	0	0	0	11	1	3	4
851.88	57	14.945263	1893	0	1	0	0	0	0	0	1	0	0	4	1	2	2
579.32	94	6.162979	1893	0	0	0	0	0	0	0	0	0	0	9	1	3	3
754.56	98	7.699592	1893	0	0	0	0	0	0	0	0	0	0	12	1	3	4
454.19	126	3.604683	1893	0	0	0	0	0	0	0	0	0	0	72	1	3	4
714.77	38	18.809737	1893	0	0	0	0	0	0	0	1	0	0	2	1	1	1
660	50	13.2	1893	0	0	0	0	0	0	0	0	0	0	9	1	1	2
853.8	110	7.761818	1893	0	0	0	0	0	0	0	0	0	0	18	1	3	5
665.2	60	11.086667	1893	1	0	0	0	0	0	0	0	0	0	1	1	2	3
1070	93	11.505376	1893	0	1	0	0	0	0	0	0	0	0	5	1	3	4
695.55	80	8.694375	1893	1	0	0	0	0	0	0	0	0	0	29	1	2	3
710.6	90	7.895556	1893	0	0	0	0	0	0	0	1	0	0	6	1	3	3
515.84	86	5.99814	1893	0	0	0	0	0	0	0	1	0	0	3	1	3	4
591.29	57	10.373509	1971.5	0	1	0	0	0	0	0	1	1	0	26	4	2	2
1351.86	62	21.804194	1980.5	0	1	0	0	0	0	0	1	0	0	3	5	2	2
225.74	79	2.857468	1896	0	0	0	0	0	0	0	0	0	0	6	1	2	3
458.12	60	7.635333	1896	0	0	0	0	0	0	0	0	1	0	2	1	2	2
795.63	61	13.043115	1957	0	1	0	0	0	0	0	1	0	0	11	3	2	3
1206.27	60	20.1045	1957	0	1	0	0	0	0	0	1	0	0	2	3	2	3
1132.36	88	12.867727	1957	0	1	0	0	0	0	0	1	0	0	21	3	3	4
650	44	14.772727	1957	0	1	0	0	0	0	0	0	0	0	3	3	1	2
544.29	44	12.370227	1957	0	1	0	0	0	0	0	1	0	1	3	3	1	2
507.06	27	18.78	1957	0	1	0	0	0	0	0	1	1	0	2	3	1	1
576.34	23	25.058261	1957	0	1	0	0	0	0	0	1	1	0	3	3	1	1
929.52	75	12.3936	1933.5	0	1	0	0	0	0	0	1	0	0	8	2	2	3
633.19	103	6.147476	1957	0	0	0	0	0	0	0	0	0	0	21	3	3	4
539.06	106	5.085472	1957	0	1	0	0	0	0	0	0	0	0	34	3	3	3
444.02	98	4.530816	1893	0	0	1	0	0	0	1	0	0	0	25	1	3	4
758.71	42	18.064524	1893	0	1	0	0	0	0	1	1	0	0	0	1	1	1
364.17	95	3.833368	1893	0	0	1	0	0	0	1	0	1	0	25	1	3	3
825.78	73	11.312055	1893	0	1	0	0	0	0	1	0	0	0	2	1	2	3
837.9	35	23.94	1860	0	1	0	0	0	0	0	1	0	0	3	1	1	2
845.88	24	35.245	1893	0	1	0	0	0	0	0	1	0	0	5	1	1	1
987.1	58	17.018966	1980.5	0	1	0	0	0	0	0	1	1	0	4	5	2	2
1274.05	60	21.234167	1980.5	0	1	0	0	0	0	0	1	1	0	1	5	2	2
1123.78	70	16.054	1893	0	1	0	0	0	0	1	1	0	0	5	1	2	2
1026.86	86	11.940233	1893	0	1	0	0	0	0	1	1	0	0	3	1	3	2
1330.66	88	15.121136	1985	0	1	0	0	0	0	1	1	0	0	6	6	3	3
172	39	4.410256	1957	0	0	1	0	0	0	1	0	0	0	16	3	1	1
515.95	59	8.744915	1957	0	0	0	0	0	0	1	0	1	0	10	3	2	2
426.91	50	8.5382	1957	0	0	1	0	0	0	1	0	0	0	40	3	1	2
284.72	66	4.313939	1893	0	0	1	0	0	0	0	0	0	0	22	1	2	3
613.34	35	17.524	1967	0	1	0	0	0	0	0	1	0	0	6	4	1	1
817.18	58	14.08931	1957	0	1	0	0	0	0	1	0	0	0	16	3	2	2
999.48	75	13.3264	1957	0	1	0	1	0	1	0	0	0	1	19	3	2	2
618.58	54	11.455185	1971.5	0	1	0	0	0	0	0	1	0	0	19	4	2	2
413	20	20.65	1957	0	1	0	0	0	0	0	0	0	0	0	3	1	1
598.69	48	12.472708	1933.5	0	1	0	0	0	0	1	1	0	0	1	2	1	2
972.48	63	15.43619	1957	0	1	0	0	0	0	0	0	0	0	2	3	2	3
747.32	72	10.379444	1893	0	1	0	0	0	1	0	1	0	0	3	1	2	3
346.61	130	2.666231	1893	0	1	0	0	0	1	0	1	0	0	3	1	3	5
490.13	110	4.455727	1893	0	1	0	0	0	1	0	1	0	0	3	1	3	5
787.31	73	10.785068	1957	0	1	0	0	0	1	0	1	0	0	2	3	2	3
556.25	58	9.590517	1919	0	1	0	0	0	1	0	1	0	0	2	2	2	2
1658.94	146	11.362603	1893	0	1	0	0	0	1	0	0	0	0	8	1	3	6
1641.85	145	11.323103	1893	0	1	0	0	0	1	0	1	0	0	8	1	3	5
1545.48	85	18.182118	1893	0	1	0	0	0	1	0	1	0	0	5	1	3	4
1229.64	92	13.365652	1893	0	1	0	0	0	1	0	1	0	0	3	1	3	3
1378.82	90	15.320222	1893	0	1	0	0	0	1	0	1	0	0	3	1	3	3
586.93	30	19.564333	1957	0	1	0	0	0	0	0	1	0	1	1	3	1	1
573.55	36	15.931944	1957	0	1	0	0	0	0	0	1	0	0	2	3	1	1
985.33	53	18.591132	1957	0	1	0	0	0	0	0	1	0	0	3	3	2	3
735.82	98	7.508367	1957	0	1	0	0	0	0	0	1	0	0	3	3	3	3
584.17	45	12.981556	1957	0	1	0	0	0	0	0	0	0	0	1	3	1	2
821.84	50	16.4368	1957	0	0	0	0	0	0	0	1	0	0	1	3	1	2
629.67	70	8.995286	1919	0	0	0	0	0	0	0	1	0	0	2	2	2	3
802.69	36	22.296944	1957	0	1	0	0	0	1	0	1	0	1	5	3	1	2
853.94	94	9.084468	1957	0	1	0	0	0	0	0	1	0	0	40	3	3	3
1040.02	100	10.4002	1919	0	1	0	0	0	0	0	1	0	0	9	2	3	3
516.41	89	5.80236	1893	0	0	0	0	0	0	0	0	1	0	20	1	3	3
393.6	80	4.92	1893	0	0	1	0	0	0	1	0	0	0	22	1	2	3
1091.1	120	9.0925	1800	0	0	0	0	0	0	0	0	0	0	8	1	3	6
586.19	34	17.240882	1957	0	1	0	0	0	0	0	0	0	0	21	3	1	1
584.7	34	17.197059	1962	0	1	0	0	0	0	0	1	0	0	1	3	1	1
1546.44	138	11.206087	1933.5	0	1	0	0	0	1	0	1	0	0	0	2	3	4
1393.51	160	8.709438	1933.5	0	1	0	0	0	1	0	1	0	0	25	2	3	5
900	74	12.162162	1957	0	1	0	0	0	1	0	1	0	0	30	3	2	3
1030.45	74	13.925	1957	0	1	0	0	0	1	0	1	0	0	36	3	2	3
1314.5	90	14.605556	1893	0	0	0	0	0	1	0	1	1	0	0	1	3	2
632.89	55	11.507091	1893	0	0	0	0	0	1	0	1	0	0	8	1	2	2
2764.53	120	23.03775	1933.5	0	1	0	0	0	1	0	1	0	0	2	2	3	4
506.38	56	9.0425	1957	0	1	0	0	0	1	0	0	0	0	35	3	2	2
602.25	55	10.95	1957	0	1	0	0	0	1	0	0	0	0	14	3	2	2
356	33	10.787879	1957	0	1	0	0	0	1	0	0	0	0	35	3	1	1
754.79	80	9.434875	1957	0	1	0	0	0	1	0	0	0	0	15	3	2	3
835	70	11.928571	1971.5	0	1	0	0	0	1	0	1	0	0	18	4	2	3
1004.63	60	16.743833	1971.5	0	1	0	0	0	1	0	1	0	1	8	4	2	2
639.39	76	8.413026	1939	0	1	0	0	0	1	0	0	0	0	4	2	2	3
1115.92	60	18.598667	1933.5	0	1	0	0	0	1	0	1	0	0	2	2	2	3
1566.15	74	21.164189	1933.5	0	1	0	0	0	1	0	1	0	0	2	2	2	3
232.04	57	4.070877	1933.5	0	1	0	0	0	1	0	1	0	0	15	2	2	2
223.68	42	5.325714	1957	0	1	0	0	0	1	0	0	0	0	44	3	1	2
1229	93	13.215054	1985	0	1	0	0	0	0	1	1	0	1	7	6	3	3
596.17	48	12.420208	1933.5	0	1	0	0	0	1	0	1	0	0	1	2	1	2
2266.88	130	17.437538	1933.5	0	1	0	0	0	1	0	0	0	0	17	2	3	4
351.36	54	6.506667	1987.5	0	1	0	0	0	1	0	0	0	1	3	6	2	2
776	59	13.152542	1957	0	1	0	0	0	1	0	0	0	0	34	3	2	2
721.26	80	9.01575	1893	0	1	0	0	0	1	0	0	0	0	43	1	2	3
1091.2	114	9.57193	1893	0	1	0	0	0	1	0	1	0	1	24	1	3	4
1090.95	63	17.316667	1957	0	1	0	0	0	1	0	0	0	0	18	3	2	2
601.02	53	11.34	1957	0	1	0	0	0	0	0	1	0	0	6	3	2	2
592.69	45	13.170889	1957	0	1	0	0	0	0	0	1	0	0	12	3	1	2
892	45	19.822222	1971.5	0	1	0	0	0	0	0	1	0	0	1	4	1	2
900	33	27.272727	1985	0	1	0	0	0	1	0	1	0	0	4	6	1	1
437.5	34	12.867647	1896	0	1	0	0	0	0	0	0	0	0	3	1	1	1
800	70	11.428571	1929	0	1	0	0	0	0	0	1	0	0	6	2	2	3
973.84	112	8.695	1957	0	1	0	0	0	1	0	0	0	0	8	3	3	4
1245.15	87	14.312069	1980	0	1	0	0	0	1	0	1	0	0	11	5	3	3
1165.25	92	12.665761	1957	0	1	0	0	0	0	0	1	0	0	3	3	3	4
398	67	5.940299	1957	0	1	0	0	0	0	0	0	0	0	30	3	2	3
364.36	67	5.438209	1957	0	1	0	0	0	0	0	0	0	0	30	3	2	3
820.58	60	13.676333	1959	0	1	0	0	0	0	0	1	0	0	7	3	2	2
687.6	74	9.291892	1933.5	0	1	0	0	0	0	0	1	0	0	17	2	2	3
543.91	62	8.772742	1957	0	1	0	0	0	0	0	1	0	0	27	3	2	2
985	60	16.416667	1973	0	1	0	0	0	0	0	1	0	1	2	4	2	2
771.07	56	13.769107	1980.5	0	1	0	0	0	0	0	1	0	0	3	5	2	2
870.24	56	15.54	1980.5	0	1	0	0	0	0	0	1	0	0	3	5	2	2
960	58	16.551724	1957	0	1	0	0	0	0	0	0	0	0	1	3	2	2
990	52	19.038462	1966	0	1	0	0	0	0	0	0	0	0	0	4	2	2
355	49	7.244898	1980.5	0	1	0	0	1	0	1	1	0	0	1	5	1	2
980	77	12.727273	1980.5	0	1	0	0	1	0	1	1	0	0	5	5	2	4
573	67	8.552239	1980.5	0	1	0	0	1	0	1	1	0	0	6	5	2	3
599.82	67	8.952537	1980.5	0	1	0	0	1	0	1	1	0	0	5	5	2	3
485.89	78	6.229359	1980.5	0	1	0	0	1	0	1	1	0	0	6	5	2	3
505	65	7.769231	1980.5	0	1	0	0	1	0	1	1	1	0	1	5	2	3
130.7	49	2.667347	1957	0	1	0	0	0	0	1	1	1	0	2	3	1	2
778	75	10.373333	1985	0	1	0	0	1	0	1	1	0	0	3	6	2	3
1241	110	11.281818	1971.5	0	1	0	0	0	0	1	1	0	0	2	4	3	5
353.59	35	10.102571	1985	0	1	0	0	1	0	1	1	0	0	3	6	1	2
240	68	3.529412	1957	0	1	0	0	0	0	1	1	1	0	3	3	2	3
240	65	3.692308	1957	0	1	0	0	0	0	1	1	1	0	1	3	2	3
635.84	84	7.569524	1980.5	0	1	0	0	1	0	1	1	0	0	2	5	3	4
642.27	83	7.738193	1980.5	0	1	0	0	1	0	1	1	0	0	2	5	3	4
660.56	83	7.958554	1980.5	0	1	0	0	1	0	1	1	0	0	2	5	3	4
1574.12	98	16.062449	1933.5	0	1	0	0	0	0	0	1	0	0	6	2	3	4
1187.23	65	18.265077	1980.5	0	1	0	0	0	0	0	1	0	0	4	5	2	3
387.9	67	5.789552	1971.5	0	1	0	0	0	0	0	1	0	0	10	4	2	3
1125.55	83	13.560843	1971.5	0	1	0	0	0	0	0	1	0	0	7	4	3	3
518.42	85	6.099059	1971.5	0	1	0	0	0	0	0	1	0	0	4	4	3	3
417.8	26	16.069231	1961	0	1	0	0	0	0	0	0	0	0	1	3	1	1
464.3	60	7.738333	1893	0	0	0	0	0	0	0	0	0	0	9	1	2	2
1401.35	55	25.479091	1971.5	0	1	0	0	0	0	0	0	0	0	1	4	2	2
607.48	50	12.1496	1880	0	1	0	0	0	0	0	0	0	0	4	1	1	1
541.65	63	8.597619	1957	0	0	0	0	0	0	0	0	0	0	34	3	2	2
372.42	59	6.312203	1957	0	0	0	0	0	0	0	0	0	0	34	3	2	3
556.88	87	6.40092	1964	0	1	0	0	0	0	0	0	0	0	7	3	3	4
713.7	87	8.203448	1957	0	1	0	0	0	0	0	0	0	0	29	3	3	4
473.99	73	6.493014	1971.5	0	1	0	0	0	0	0	0	0	0	25	4	2	3
933.58	72	12.966389	1971.5	0	1	0	0	0	0	0	0	0	0	2	4	2	3
308.76	57	5.416842	1957	0	0	0	0	0	0	0	0	0	0	36	3	2	2
698	60	11.633333	1957	0	0	0	0	0	0	0	0	0	0	20	3	2	2
371.5	59	6.29661	1957	0	0	0	0	0	0	0	0	0	0	36	3	2	2
581.4	60	9.69	1893	0	0	0	0	0	0	0	0	0	0	54	1	2	2
332.56	34	9.781176	1893	0	0	0	0	0	0	0	0	0	0	6	1	1	2
614.3	70	8.775714	1893	0	0	0	0	0	0	0	0	1	0	21	1	2	2
1291.32	120	10.761	1957	0	1	0	0	0	1	0	0	0	0	5	3	3	2
494.2	30	16.473333	1971.5	0	1	0	0	0	1	0	0	0	0	10	4	1	1
745.72	44	16.948182	1933.5	0	1	0	0	0	1	0	1	0	0	2	2	1	1
989.24	73	13.551233	1957	0	1	0	0	0	0	0	0	0	0	19	3	2	3
1298.97	90	14.433	1980.5	0	1	0	0	0	0	0	1	0	1	2	5	3	2
1436	98	14.653061	1980.5	0	1	0	0	0	0	0	1	0	1	1	5	3	3
1294.3	54	23.968519	1991	0	1	0	0	0	0	0	1	0	1	1	6	2	2
512.06	53	9.661509	1933.5	0	0	0	0	0	0	0	0	1	0	1	2	2	2
482.47	52	9.278269	1957	0	0	0	0	0	0	0	0	0	0	3	3	2	2
567.59	94	6.038191	1893	0	1	0	0	0	0	0	1	0	0	1	1	3	4
585.78	32	18.305625	1971.5	0	0	0	0	0	0	0	1	0	0	2	4	1	1
426	35	12.171429	1957	0	1	0	0	0	0	0	1	0	0	3	3	1	1
660.32	65	10.158769	1957	0	0	0	0	0	0	0	0	0	0	4	3	2	3
870.22	59	14.749492	1933.5	0	1	0	0	0	0	0	0	0	0	1	2	2	2
413.31	29	14.252069	1971.5	0	1	0	0	0	0	0	0	0	0	4	4	1	1
589.36	66	8.929697	1957	0	1	0	0	0	0	0	1	0	0	29	3	2	3
733.14	87	8.426897	1957	0	1	0	0	0	0	0	1	0	0	21	3	3	4
246.82	29	8.511034	1933.5	0	0	0	0	0	0	0	0	0	0	0	2	1	1
440	46	9.565217	1971.5	0	1	0	0	0	0	0	1	0	0	26	4	1	2
420	26	16.153846	1960	0	1	0	0	0	0	0	0	0	0	2	3	1	1
882.02	62	14.226129	1933.5	0	1	0	0	0	0	0	1	0	0	7	2	2	3
842.76	56	15.049286	1933.5	0	1	0	0	0	0	0	1	0	0	6	2	2	2
776.4	52	14.930769	1933.5	0	1	0	0	0	0	0	1	0	0	11	2	2	2
707.07	45	15.712667	1957	0	1	0	0	0	0	0	1	0	1	1	3	1	2
1166.43	64	18.225469	1957	0	1	0	0	0	0	0	0	0	0	27	3	2	3
705.14	31	22.746452	1965	0	1	0	0	0	0	0	0	0	0	28	3	1	1
665.87	52	12.805192	1965	0	1	0	0	0	0	0	0	0	0	1	3	2	2
481.44	64	7.5225	1933.5	0	1	0	0	0	0	0	1	0	0	42	2	2	3
272.99	35	7.799714	1933.5	1	0	0	0	0	0	0	0	0	0	10	2	1	2
1350	79	17.088608	1933.5	0	1	0	0	0	1	0	1	0	0	0	2	2	3
1435.9	85	16.892941	1957	0	1	0	0	0	1	0	1	0	0	1	3	3	3
393.27	24	16.38625	1933.5	0	1	0	0	0	1	0	0	0	0	3	2	1	1
1030.46	38	27.117368	1893	0	1	0	0	0	1	0	1	0	0	2	1	1	2
634.18	32	19.818125	1893	0	1	0	0	0	1	0	1	0	0	0	1	1	1
932.62	89	10.478876	1957	0	1	0	0	0	1	0	1	0	0	21	3	3	3
1666.91	98	17.009286	1893	0	1	0	0	0	1	0	1	0	0	1	1	3	2
1302.01	90	14.466778	1933.5	0	1	0	0	0	1	0	1	0	0	1	2	3	3
1151.48	118	9.758305	1933.5	0	0	0	0	0	1	0	0	0	0	10	2	3	4
828.23	72	11.503194	1933.5	0	1	0	0	0	1	0	0	0	0	32	2	2	2
779.7	79	9.86962	1957	0	1	0	0	0	1	0	1	0	0	30	3	2	3
1095.78	87	12.595172	1933.5	0	0	0	0	0	1	0	1	0	0	22	2	3	4
836.83	67	12.49	1933.5	0	0	0	0	0	1	0	0	0	0	22	2	2	2
214.12	42	5.098095	1933.5	1	0	0	0	0	1	0	0	0	0	30	2	1	1
712.03	40	17.80075	1933.5	0	1	0	0	0	1	0	1	0	0	8	2	1	1
1389.03	79	17.582658	1933.5	0	1	0	0	0	1	0	1	0	0	4	2	2	3
1306.36	79	16.536203	1933.5	0	1	0	0	0	1	0	1	0	0	7	2	2	3
1920	145	13.241379	1957	0	1	0	0	0	1	0	1	0	0	31	3	3	5
1380.64	165	8.367515	1933.5	0	1	0	0	0	1	0	1	0	0	6	2	3	5
536.97	67	8.014478	1893	0	1	0	0	0	0	0	0	0	0	16	1	2	4
127.06	44	2.887727	1957	0	0	0	0	0	0	1	0	1	0	3	3	1	2
206.22	45	4.582667	1957	0	0	0	0	0	0	1	0	1	0	2	3	1	2
204.4	44	4.645455	1957	0	0	0	0	0	0	1	0	1	0	1	3	1	2
980	86	11.395349	1989.5	0	1	0	0	0	0	0	1	0	0	3	6	3	4
980	86	11.395349	1989.5	0	1	0	0	0	0	0	1	0	0	3	6	3	4
143.4	60	2.39	1933.5	1	0	1	0	0	0	0	0	0	0	14	2	2	2
507.45	75	6.766	1957	0	0	0	0	0	0	0	0	0	0	12	3	2	3
843.79	75	11.250533	1957	0	0	0	0	0	0	0	0	0	0	9	3	2	3
948.25	76	12.476974	1933.5	0	0	0	0	0	0	0	0	0	0	15	2	2	3
453	24	18.875	1971.5	0	1	0	0	0	0	0	1	0	0	15	4	1	1
560	26	21.538462	1971.5	0	1	0	0	0	0	0	1	0	0	5	4	1	1
1710	85	20.117647	1989.5	0	1	0	0	0	1	0	1	0	0	4	6	3	3
640	35	18.285714	1971.5	0	1	0	0	0	1	0	1	0	1	1	4	1	1
636.44	71	8.963944	1980.5	0	1	0	0	0	1	0	1	0	1	12	5	2	2
751.33	40	18.78325	1957	0	1	0	0	0	1	0	1	0	0	0	3	1	1
1346.91	53	25.413396	1933.5	0	1	0	0	0	0	0	1	0	1	0	2	2	2
1390	90	15.444444	1958	0	0	0	0	0	0	0	1	0	0	4	3	3	3
1350	111	12.162162	1933.5	0	1	0	0	0	0	0	0	0	0	15	2	3	5
1225	111	11.036036	1933.5	0	1	0	0	0	0	0	0	0	0	4	2	3	5
1162	111	10.468468	1933.5	0	1	0	0	0	0	0	0	0	0	18	2	3	5
456.03	86	5.302674	1893	0	1	0	0	0	0	0	0	0	0	10	1	3	3
603.89	32	18.871562	1971.5	0	1	0	0	0	0	0	0	0	0	1	4	1	1
766.58	86	8.913721	1971.5	0	1	0	0	0	0	0	1	0	1	21	4	3	3
1130	45	25.111111	1933.5	1	1	0	0	0	0	0	0	0	0	2	2	1	2
726	38	19.105263	1912	0	0	0	0	0	0	0	0	0	0	1	1	1	2
1080.72	72	15.01	1968	0	1	0	0	0	0	0	1	0	0	3	4	2	3
336.04	50	6.7208	1893	1	0	0	0	0	0	0	0	0	0	1	1	1	2
266.66	46	5.796957	1893	0	0	0	0	0	0	0	1	0	0	4	1	1	2
521.07	76	6.856184	1919	0	1	0	0	0	0	0	0	0	0	17	2	2	3
701.32	76	9.227895	1919	0	1	0	0	0	0	0	0	0	0	3	2	2	3
1220	99	12.323232	1933.5	0	1	0	1	0	1	0	1	0	0	7	2	3	4
1216.25	109	11.158257	1971.5	0	1	0	1	0	1	0	1	0	0	8	4	3	5
1257.16	81	15.520494	1971.5	0	1	0	1	0	1	0	1	0	0	13	4	3	3
1260	63	20	1991	0	1	0	1	0	1	0	1	0	0	1	6	2	2
1649	84	19.630952	1991	0	1	0	1	0	1	0	1	0	0	1	6	3	3
1650	83	19.879518	1991	0	1	0	1	0	1	0	1	0	0	1	6	3	3
779.4	86	9.062791	1933.5	0	1	0	1	0	1	0	1	0	0	9	2	3	4
1307.58	76	17.205	1933.5	0	1	0	1	0	1	0	1	0	0	1	2	2	4
1880	80	23.5	1933.5	0	1	0	1	0	1	0	1	0	0	1	2	2	3
701.55	85	8.253529	1933.5	0	1	0	1	0	1	0	1	0	0	40	2	3	4
539.78	26	20.760769	1959	0	1	0	0	0	0	0	1	0	0	2	3	1	1
700	32	21.875	1971	0	1	0	0	0	0	0	1	0	0	1	4	1	1
966.58	55	17.574182	1971	0	1	0	0	0	0	0	1	0	0	0	4	2	2
360	65	5.538462	1893	1	0	1	0	0	0	0	0	0	0	1	1	2	3
569.69	78	7.303718	1893	1	0	1	0	0	0	0	0	0	0	3	1	2	3
457.05	63	7.254762	1957	0	1	0	0	0	0	0	1	0	0	2	3	2	3
900	45	20	1971.5	0	1	0	0	0	0	0	1	0	0	3	4	1	2
700	72	9.722222	1893	0	1	0	0	0	0	0	1	0	0	1	1	2	3
1007.04	72	13.986667	1961	0	1	0	0	0	0	0	1	0	0	7	3	2	3
745.13	59	12.629322	1980.5	0	1	0	0	0	0	0	1	0	1	0	5	2	2
990.12	74	13.38	1893	0	0	0	0	0	0	0	1	0	0	3	1	2	3
870	77	11.298701	1960	0	1	0	0	0	0	0	0	0	0	6	3	2	3
803.97	60	13.3995	1957	0	1	0	0	0	0	0	1	0	0	10	3	2	2
714.05	102	7.00049	1883	0	1	0	0	0	0	0	0	0	0	3	1	3	4
591.89	138	4.289058	1893	0	0	0	0	0	0	0	0	0	0	6	1	3	5
758.61	110	6.896455	1893	0	0	0	0	0	0	0	0	0	0	31	1	3	4
781	46	16.978261	1973	0	1	0	0	0	0	0	0	0	1	2	4	1	2
800	39	20.512821	1973	0	1	0	0	0	0	0	0	0	1	1	4	1	1
808.25	115	7.028261	1876	0	1	0	0	0	0	0	0	0	0	19	1	3	3
526.2	58	9.072414	1919	0	1	0	0	0	0	0	0	0	0	4	2	2	1
695.73	63	11.043333	1957	0	1	0	0	0	0	0	0	1	0	30	3	2	4
